vazuji,,,1,,,,,,mathematics sets,,,,,,pijidi,,,,,,,, ,,,➊ is a set.,,, ,,,,,,,set ∈N,,,,,,,,,,,,,,,,,,,,küme ∈N,,,,,,,meaheqcuaq₁,,,,
huseli,,,2,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ vazuji ➊ ∧ zukaga 1 [𝜆α α ∈ ➊] ∧ ∀β β ∈ ➊ ⇒ ➋ β,,, ,,,➊ is a singleton set whose unique member has property ➋.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcahi ∈VT_P1,
vapebu,,,2,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ ∀ɑ ɑ ∈ ➋ ⇒ α ∈ ➊,,, ,⊆ ⊇ ⊂ ⊃,,"➊ is a superset of, or is the same set as ➋.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcia ∈VT   21,
seqagi,,,2,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ vazuji ➋ ∧ ¬viqeyu ➊ ➋,,, ,∉,,➊ is not a member of set ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pijidi,,,1,,,,,,mathematics sets,,,,,vazuji,,,,,,𝜆➊ vazuji ➊ ∧ ∄α viqeyu α ➊,,, ,{} {∅},,➊ is the empty set.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,boş küme ∈N,,,,,,,sheameame₁,,,,
zukisi,,,2,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ vazuji ➊ ∧ vazuji ➋ ∧ ∀α α ∈ ➊ ⇔ ∀β β ≼ ➋ ∧ α ∈ β,,, ,,,➊ is the intersection of all the sets among ➋.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gevufu,,,2,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ vazuji ➊ ∧ vazuji ➋ ∧ ∀α α ∈ ➊ ⇔ ∀β β ∈ ➋ ∧ α ∈ β,,, ,,,➊ is the intersection of all the sets in set ➋.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcuha ∈VT,
yaragu,,,3,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ∀α α ∈ ➊ ⇔ [α ∈ ➋ ∧ α ∈ ➌],,, ,∩,,➊ is the intersection of set ➋ and set ➌.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yatofu,,,3,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ∀α α ∈ ➊ ⇔ [α ∈ ➋ ∧ α ∉ ➌],,, ,,,➊ is the set of all the members of set ➋ that are not in set ➌.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcuho ∈VD,
talipe,,,2,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ ∀α ➋ α ⇔ α ∈ ➊,,, ,,,➊ is the set of all the things that have property ➋.,Homologuous to the set-builder notation in mathematics.,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcuhi ∈VT_P1,
molodi,,,2,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ vazuji ➊ ∧ vazuji ➋ ∧ ∀α α ∈ ➊ ⇔ ∃β β ≼ ➋ ∧ α ∈ β,,, ,,,➊ is the union of all the sets among ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vitaya,,,2,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ vazuji ➊ ∧ vazuji ➋ ∧ ∀α α ∈ ➊ ⇔ ∃β β ∈ ➋ ∧ α ∈ β,,, ,,,➊ is the union of all the sets member of set ➋.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcuhe ∈VT,
vubeja,,,3,,,,,,mathematics sets,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ∀α [α ∈ ➊ ⇔ [α ∈ ➋ ∨ α ∈ ➌]],,, ,∪,,➊ is the union of set ➋ and set ➌.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wogopi,,,2,,,,,,mathematics sets plural_logic,,,,,,,,,,,𝜆➊ 𝜆➋ hapawe ➊ [𝜆α viqeyu α ➋],,, ,,,➊ are the members of set ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"meame₁ [DO,S]",,,,
yilodi,,,2,,,,,,mathematics sets sequences,,,,,,,,,,,,,, ,,,➊ is a sequence whose elements are all in set ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bleu ∈VT   21,
tefehu,,,2,,,,,,mathematics statistics,,,,hedoya,,,,,,,,,, ,,,➊ has commonplace property ➋.,,, ,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,faı₁ ∈predicate,,,,
yesuru,,,2,,,,,,mathematics statistics,,,,yesuru,,,,,,,,,, ,,,➊ has uncommon property ➋.,,, ,,,,,,,uncommon ∈AN,,,,,,,,,,,,,,,,,,,,,,,,,,,leı₁ ∈predicate,,,,
hovera,,,2,,,,,,mathematics statistics,,,,,,,,,,,,,, ,,,"➊ is an usual, ordinary instance of property ➋.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,címa
waheme,,,3,,,,,,mathematics statistics,,,,,,,,,,,,,, ,,,➊ is the arithmetic mean of the amounts of each of ➋ satisfying greatness property ➌.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeoneuchu₁,,,,
wiyoni,,,3,,,,,,mathematics statistics,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ∀α vudipe α [𝜆β ∃γ γ ≼ ➋ ∧ ➌ β γ] ⇒ hedoya ➊ α,,, ,,,➊ is the arithmetic mean of the numbers which are with ➋ in relation ➌.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kıneuchu₁,,,,
bifine,,,3,,,,,,mathematics statistics,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ∃α [kaleyi α ➌ ∧ nuziru ➊ ➋ α],,, ,,,➊ is the median of the amounts of each of ➋ satisfying greatness property ➌.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeonechu₁,,,,
gojegi,,,2,,,,,,mathematics statistics,,,,,,,,,,,,,, ,,,➊ is the median of the multiset or sequence of numbers ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuziru,,,3,,,,,,mathematics statistics,,,,,,,,,,,,,, ,,,➊ is the median of the numbers which are with ➋ in relation ➌.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kınechu₁,,,,
zidopu,,,3,,,,,,mathematics statistics,,,,,,,,,,,,,, ,,,"➊, among ➋, is atypical, uncommon, unusual in having property ➌.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rirci ∈VD   132,,rirci ∈VD   132,,,,,
fideba,,,3,,,,,,mathematics statistics,,,,,,,,,,,,,, ,,,"➊, among ➋, is ordinary, common, usual in having property ➌.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fadni ∈VD   132,,fadni ∈VD   132,,,,,
cogufo,,,3,,,,,,cardinality,,,,,,,,,,,,,, ,,,"Among ➊, ➋ is the number of things which satisfy property ➌.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gawecu,a,,2,,,,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ [➋ = 1 ⇒ sorole ➊] ∧ [➋ > 1 ⇒ ∃α β [α ≼ ➊ ∧ β ≼ ➊ ∧ jubowa α β ∧ gawecu ➊ ➋−1 ∧ ∀γ [sorole γ ∧ γ ≼ ➊] ⇒ [γ = α ∨ γ ≼ β]]],,, ,,,the number of different things among ➊ is ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"puıne₁ [DO,S]; puınhe₁",,,,
qusiso,,,2,,,,,,cardinality,,,,,,,,,,,,,, ,,,➊ are a few things collectively satisfying property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cayeda,,,2,,,,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ ∃α gawecu ➊ α ∧ gawecu ➊ α,,, ,,,➊ are as many as ➋ are.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puıjeq₁ ∈predicate,,,,
hanona,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ ∃α [α ≥ 2 ∧ gawecu ➊ α],,, ,,,➊ are at least two in number.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puq₁ ∈predicate,,,,páı
taqihe,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ gawecu ➊ 8,,, ,,,➊ are eight in number.,,, ,,,,,,,eight ∈AN,,,,,,,,,,,,,,,,,,,,sekiz ∈AN,,,,,,,roaı₁ ∈predicate,,,,
zizeri,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ taqihe ➊ ∧ ➋ ➊,,, ,,,➊ are eight things collectively satisfying property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
towozi,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ gawecu ➊ ↋,,, ,,,➊ are eleven in number.,,, ,,,,,,,eleven ∈AN,,,,,,,,,,,,,,,,,,,,on bir ∈AN,,,,,,,,,,,
yikudi,,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ towozi ➊ ∧ ➋ ➊,,, ,,,➊ are eleven things collectively satisfying property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
niyipa,,,1,,,,,,cardinality,,,,,,,,,,,,,, ,,,➊ are few.,,, ,,,,,,,few ∈AN,,,,,,,,,,,,,,,,,,,,az ∈AN,,,,,,,tuao₁ ∈predicate  *pủı,,,,
cizaya,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ kuyope ➊ ∧ ➋ ➊,,, ,,,➊ are five and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuyope,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ gawecu ➊ 5,,, ,,,➊ are five in number.,,, ,,,,,,,five ∈AN,,,,,,,,,,,,,,,,,,,,beş ∈AN,,,,,,,fe₁ ∈predicate,,,,néq
sipofa,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ rucofi ➊ ∧ ➋ ➊,,, ,,,➊ are four and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaseti,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ ∃α β [α ≼ ➊ ∧ β ≼ ➊ ∧ kiraya β ∧ jubowa α β ∧ ∀γ [sorole γ ∧ γ ≼ ➊] ⇒ [γ = α ∨ γ ≼ β]] ║ 𝜆➊ gawecu ➊ 4,,, ,,,➊ are four in number.,,, ,,,,,,,four ∈AN,,,,,,,,,,,,,,,,,,,,dört ∈AN,,,,,,,jo₁ ∈predicate,,,,qó
sorole,,,1,,,,,,cardinality,,,,,,,,,,,,,, ,,,➊ are infinitely many.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meamıq₁; puımıq₁,,,,
yulufu,,,2,,,,,,cardinality,,,,,,,,,,,,,, ,,,➊ are many and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moqolo,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ jujiko ➊ ∧ ➋ ➊,,, ,,,➊ are nine and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jujiko,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ gawecu ➊ 9,,, ,,,➊ are nine in number.,,, ,,,,,,,nine ∈AN,,,,,,,,,,,,,,,,,,,,dokuz ∈AN,,,,,,,neı₁ ∈predicate,,,,
dekefi,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ zazabo ➊ ∧ ➋ ➊,,, ,,,➊ are seven and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zazabo,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ gawecu ➊ 7,,, ,,,➊ are seven in number.,,, ,,,,,,,seven ∈AN,,,,,,,,,,,,,,,,,,,,yedi ∈AN,,,,,,,dıaı₁ ∈predicate,,,,
jisici,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ juhazo ➊ ∧ ➋ ➊,,, ,,,➊ are six and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juhazo,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ gawecu ➊ 6,,, ,,,➊ are six in number.,,, ,,,,,,,six ∈AN,,,,,,,,,,,,,,,,,,,,altı ∈AN,,,,,,,cı₁ ∈predicate,,,,
vibeco,,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ lebuku ➊ ∧ ➋ ➊,,, ,,,➊ are ten and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lebuku,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ gawecu ➊ ↊,,, ,,,➊ are ten in number.,,, ,,,,,,,ten ∈AN,,,,,,,,,,,,,,,,,,,,on ∈AN,,,,,,,heı₁ ∈predicate,,,,
fedivi,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ kiraya ➊ ∧ ➋ ➊,,, ,,,➊ are three and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiraya,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ ∃α β [α ≼ ➊ ∧ β ≼ ➊ ∧ qudase β ∧ jubowa α β ∧ ∀γ [sorole γ ∧ γ ≼ ➊] ⇒ [γ = α ∨ γ ≼ β]] ║ 𝜆➊ gawecu ➊ 3,,, ,,,➊ are three in number.,,, ,,,,,,,three ∈AN,,,,,,,,,,,,,,,,,,,,üç ∈AN,,,,,,,saq₁ ∈predicate,,,,káı
qemese,,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ codito ➊ ∧ ➋ ➊,,, ,,,➊ are twelve and collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codito,,,1,,,,,,cardinality,,,,,,,,,,,,,, ,,,➊ are twelve in number.,,, ,,,,,,,twelve ∈AN,,,,,,,,,,,,,,,,,,,,,,,,,,,guheı₁,,,,
qudase,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ ∃α β [α ≼ ➊ ∧ β ≼ ➊ ∧ jubowa α β ∧ ∀γ [sorole γ ∧ γ ≼ ➊] ⇒ [γ = α ∨ γ = β]] ║ 𝜆➊ gawecu ➊ 2,,, ,,,➊ are two in number.,,, ,,,,,,,two ∈AN,,,,,,,,,,,,,,,,,,,,iki ∈AN,,,,,,,gu₁ ∈predicate,,,,rú
bimozi,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ hanona ➊ ∧ ➋ ➊,,, ,,,➊ are two or more things collectively having property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zuqefe,,,2,,,,,,cardinality,,,,,,,,,,,,,, ,,,➊ are two or more things distributively having property ➋.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tco ∈VT_P1,
voqoqe,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ qudase ➊ ∧ ➋ ➊,,, ,,,➊ are two things collectively having property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zujuje,,,2,,,,,,cardinality,,,,,,,,,,,,,, ,,,➊ have a cardinality of approximately ➋ (number).,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seujuı₁,,,,
wehuke,,,1,,,,,,cardinality,,,,,,,,,,,𝜆➊ ∀α [α ≠ ➊] ⇒ ¬[α ≼ ➊] ║ 𝜆➊ gawecu ➊ 1,,, ,,,➊ is one in number.,,, ,,,,,,,one ∈AN,,,,,,,,,,,,,,,,,,,,bir ∈AN,,,,pavmei,,pavmei ∈V,shı₁ ∈predicate,,,,cı̋
yovilu,a,,2,,,c d:c,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ wehuke ➊ ∧ ➋ ➊,,, ,,,➊ is one thing having property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tca ∈VT_P1,
dufedi,,,2,,,,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ ∀α [➋ α ⇒ zukaga α ➊],,, ,,,➊ is the cardinality of anything having property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peı₁,,,,
zobuto,,,2,,,,,,cardinality,,,,,,,,,,,,,, ,,,➊ is the number of sets whose members collectively have property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuboyu,,,3,,,,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ zukaga ➊ [𝜆α ➋ α ∧ α ≼ ➌],,, ,,,➊ is the number of things having property ➋ among what has property ➌.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zukaga,,,2,,,,,,cardinality,,,,,,,,,,,𝜆➊ 𝜆➋ niyuna ➊ ∧ berogo [➊ = 0] [∄α ➋ α] [∃α hapawe α ➋ ∧ gawecu α ➊],,, ,,,➊ is the number of things having the property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zinoho,,,3,,,,,,ordinality,,,,,,,,,,,,,, ,,,"➊ is a sequence or list containing at index, position, offset ➋ (starting counting at 0) element ➌ (if the offset is negative, the counting begins from the end of the sequence).",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zinara,,,3,,,,,,ordinality,,,,,,,,,,,,,, ,,,"➊ is a sequence or list containing at index, position, offset ➋ (starting counting at 0) element ➌.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jiune ∈VI_va_fo   321,
yoyafi,,,3,,,,,,ordinality,,,,,,,,,,,,,, ,,,"➊ is a sequence or list containing at index, position, offset ➋ (starting counting at 1) element ➌ (if the offset is negative, the counting begins from the end of the sequence).",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yoyani,,,3,,,,,,ordinality,,,,,,,,,,,,,, ,№ #,,"➊ is a sequence or list containing at index, position, offset ➋ (starting counting at 1) element ➌.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nafajo,,,3,,,,,,ordinality,,,,,,,,,,,,,, ,,,"➊ is a sequence or list having the subsequence ➋ at index interval ➌ (starting counting at 0; if the indices are negative, the counting begins from the end of the sequence).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jaruri,,,3,,,,,,ordinality,,,,,,,,,,,,,, ,,,"➊ is a sequence or list having the subsequence ➋ at index interval ➌ (starting counting at 1; if the indices are negative, the counting begins from the end of the sequence).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yekova,,,3,,,,,,ordinality,,,,,,,,,,,,,, ,,,"➊ is a sequence or list having the subsequence ➋ at index, position, offset ➌ (starting counting at 0; if the offset is negative, the counting begins from the end of the sequence).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yatuse,,,3,,,,,,ordinality,,,,,,,,,,,,,, ,,,"➊ is a sequence or list having the subsequence ➋ at index, position, offset ➌ (starting counting at 1; if the offset is negative, the counting begins from the end of the sequence).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mejazo,,,4,,,,,,ordinality quaternary_predicate,,,,,,,,,,,,,, ,,,"➊ is the x-th to last among ➋ where x is the number ➌, when sorted by property ➍.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kogıq₁,,,,
fepuge,,,4,,,,,,ordinality quaternary_predicate,,,,,,,,,,,,,, ,,,"➊ is ➋th (number) among ➌, as ordered by sorting relation ➍.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesido,,,4,,,,,,ordinality quaternary_predicate,,,,,,,,,,,,,, ,,,"➊, among ➋ sorted by amount property ➌, is the N-th one, with N being the numerosity of anything satisfying property ➍.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ko₁ ∈predicate [S,IO,TO,IO]",,,,
tehiyo,,,3,,,,,,ordinality time,,,,,,,,,,,,,, ,,,"➊, among ➋, is the last one timewise to satisfy property ➌.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cabrolmoi ∈V,,cabrolmoi ∈V,,,,,
davedo,,,4,,,,,,ordinality time quaternary_predicate,,,,,,,,,,,,,, ,,,"➊, among ➋, is ➌th (number; a negative number indicates counting from the last element) timewise to satisfy property ➍.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cabmoi ∈V 4  1342; temymoi ∈V 4  1342,,cabmoi ∈V 4  1342; temymoi ∈V 4  1342,,,,,
divase,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are eight things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piwato,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are five things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wolefa,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are four things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nifeci,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are nine things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vifecu,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are seven things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melulu,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are six things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuqaci,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are ten things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micufa,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are three things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miqeqa,x,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ are two things satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botulu,,,2,,,,,,prop_cardinality,,,,,,,,,,,,,, ,,,➊ is one thing satisfying property ➋,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rakuwa,,,1,,,,,,language,,,,,,,,,,,,,, ,,,"➊ is a vocal language, an articulated speakable language.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yokawo,,,1,,,,,,language conlang engineered_language,,,,,,,,,,,,,, ,,,➊ is the Latejami language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berasa,,,1,,,,,,language conlang loglang,,,,,,,,,,,,,, ,,,➊ is the Eberban language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e ber ban ∈VI,
ginigo,,,1,,,,,,language conlang loglang,,,,,,,,,,,,,, ,,,➊ is the Gua\spi language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiqafi,,,1,,,,,,language conlang loglang,,,,,,,,,,,,,, ,,,➊ is the Loglan language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logalaq₁; loqlaq₁,,,,
biwiwa,,,1,,,,,,language conlang loglang,,,,,,,,,,,,,, ,,,➊ is the Lojban language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jbobau ∈VI,,jbobau ∈VI,Lojıbaq₁ ∈predicate; loıbaq₁,,,e ujbo ban ∈VI,
yeliwa,,,1,,,,,,language conlang loglang,,,,,,,,,,,,,, ,,,➊ is the Nahaıwa language.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,náhaıwa
tavava,,,1,,,,,,language conlang loglang,,,,,,,,,,,,,, ,,,"➊ is the Toaq language, the Toaqzu language.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toaqzu₁,,,e utoan ban ∈VI,
wogatu,,,1,,,,,,language conlang loglang,,,,,,,,,,,,,, ,,,➊ is the Xorban language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vewofu,,,1,,,,,,language conlang philosophical_language,,,,,,,,,,,,,, ,,,"➊ is Elartkʰa, the Ithkuil Ⅲ language.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yapuce,,,1,,,,,,language conlang philosophical_language,,,,,,,,,,,,,, ,,,"➊ is Ilkaš, the Ithkuil Ⅱ language.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuhofi,,,1,,,,,,language conlang philosophical_language,,,,,,,,,,,,,, ,,,"➊ is Iţkuîl, the Ithkuil Ⅰ language.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yumeli,,,1,,,,,,language conlang philosophical_language,,,,,,,,,,,,,, ,,,"➊ is New Ithkuil, the Ithkuil IV language.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sukegu,,,1,,,,,,language conlang philosophical_language,,,,,,,,,,,,,, ,,,➊ is the Láadan language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rejewe,,,1,,,,,,language conlang philosophical_language,,,,,,,,,,,,,, ,,,➊ is the Toki Pona language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e upona ban ∈VI,
vadayo,,,1,,,,,,language language_type,,,,,,,,,,,,,, ,,,➊ is a body language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuaıtoaq₁,,,,
jagumo,,,1,,,,,,language language_type,,,,,,,,,,,,,, ,,,➊ is a programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riseti,,,1,,,,,,language language_type,,,,,,,,,,,,,, ,,,➊ is a sign language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jimina,,,1,,,,,,language language_type,,,,,,,,,,,,,, ,,,➊ is a written language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
